Column1,TIME;,WEAR;,FF;,TEMP
,1.1980;,0.17;,0.29;,1332.66
,2.1780;,0.71;,1.92;,1333.09
,3.1590;,5.08;,3.40;,1333.66
,4.2490;,8.59;,4.47;,1333.41
,5.2300;,9.41;,4.55;,1333.52
,6.2100;,11.90;,4.76;,1333.38
,7.1890;,17.01;,4.52;,1333.51
,8.1680;,21.22;,4.28;,1333.38
,9.1510;,20.31;,4.11;,1333.15
,10.1290;,19.10;,4.08;,1333.3
,11.1100;,20.63;,3.99;,1333.08
,12.3080;,19.08;,3.99;,1333.08
,13.2880;,20.60;,3.83;,1332.79
,14.2700;,17.82;,3.86;,1332.93
,15.3590;,20.28;,3.83;,1333.34
,16.3390;,21.44;,3.82;,1333.46
,17.3180;,20.26;,3.74;,1333.47
,18.2980;,18.82;,3.82;,1333.07
,19.8230;,21.16;,3.66;,1333.09
,20.8030;,18.76;,3.69;,1332.96
,21.7830;,20.31;,3.57;,1332.64
,23.4180;,17.01;,3.63;,1332.54
,24.3970;,19.34;,3.53;,1332.48
,25.3790;,18.14;,3.59;,1332.3
,27.1200;,17.31;,3.67;,1332.55
,28.1000;,17.76;,3.59;,1332.91
,29.0800;,15.79;,3.65;,1333.27
,30.1710;,18.11;,3.60;,1333.37
,31.1520;,19.58;,3.57;,1333.42
,32.1290;,16.64;,3.57;,1333.18
,33.1100;,15.97;,3.68;,1332.67
,34.0900;,17.58;,3.62;,1332.27
,35.0730;,18.55;,3.56;,1332.43
,36.0510;,14.70;,3.64;,1332.29
,37.0310;,16.44;,3.78;,1332.35
,38.3400;,17.59;,4.10;,1332.49
,39.3190;,25.91;,5.37;,1332.57
,40.3000;,29.98;,6.54;,1332.32
,41.3880;,34.86;,7.31;,1332.24
,42.3700;,39.46;,7.81;,1332.05
,43.3480;,48.39;,8.05;,1332.23
,44.3290;,49.25;,8.02;,1332.2
,45.4170;,51.83;,7.84;,1332.17
,46.3980;,48.83;,7.31;,1332.28
,47.3770;,50.77;,7.08;,1332.79
,48.3600;,46.75;,7.18;,1332.9
,49.3380;,45.20;,7.34;,1332.93
,50.3190;,46.15;,7.88;,1333.02
,51.3000;,48.26;,7.96;,1332.96
,52.2810;,45.92;,8.14;,1332.87
,53.2610;,45.86;,8.17;,1333.01
,54.2400;,50.03;,8.00;,1332.87
,55.2210;,49.18;,7.84;,1332.72
,56.6350;,47.97;,7.90;,1332.61
,57.6160;,46.26;,8.01;,1332.78
,58.5960;,45.52;,8.17;,1332.66
,59.5780;,48.68;,8.13;,1332.73
,60.5580;,47.73;,8.05;,1332.72
,61.5380;,45.16;,8.17;,1332.32
,62.5170;,46.20;,8.13;,1332.22
,63.8240;,44.26;,8.10;,1332.5
,64.8040;,46.62;,7.70;,1332.75
,65.7840;,40.33;,5.33;,1333.03
,66.7640;,36.30;,4.52;,1333.16
,67.7460;,34.91;,4.69;,1333.17
,68.7250;,32.15;,4.68;,1332.86
,69.7050;,26.07;,4.68;,1332.89
,71.3380;,25.79;,4.38;,1332.88
,72.3190;,20.16;,4.74;,1332.64
,73.2990;,20.42;,4.35;,1332.67
,74.3900;,21.82;,4.18;,1332.6
,75.3710;,20.84;,4.11;,1332.49
,76.3510;,18.43;,4.17;,1333.01
,77.3290;,19.35;,4.12;,1332.69
,78.7460;,17.15;,4.12;,1332.8
,79.7250;,19.21;,3.97;,1332.82
,80.7050;,17.53;,4.02;,1333.04
,82.5590;,16.81;,4.06;,1333.41
,83.5380;,16.47;,3.95;,1333.53
,84.5180;,14.69;,4.00;,1333.38
,86.0420;,16.25;,3.87;,1333.37
,87.0230;,14.43;,3.90;,1333.29
,88.0020;,16.28;,3.78;,1333.33
,88.9830;,15.66;,3.78;,1333.16
,89.9650;,16.04;,3.76;,1333.16
,90.9440;,15.72;,3.81;,1333.16
,91.9240;,16.55;,3.74;,1332.83
,92.9060;,14.36;,3.80;,1332.66
,93.8860;,13.63;,3.83;,1332.5
,94.8650;,17.60;,3.79;,1332.65
,95.8450;,17.15;,3.73;,1332.45
,97.3710;,16.47;,3.79;,1332.66
,98.3500;,15.82;,3.76;,1332.57
,99.3290;,15.71;,3.85;,1332.37
,100.8550;,18.03;,3.77;,1332.3
,101.8340;,17.12;,3.81;,1332.03
,102.8150;,18.18;,3.72;,1332.27
,103.7950;,16.94;,3.75;,1332.38
,104.7780;,15.47;,3.77;,1332.49
,105.7550;,18.51;,3.76;,1333.03
,106.7380;,18.38;,3.71;,1333.22
,108.3710;,17.73;,3.79;,1333.25
,109.3500;,18.02;,3.74;,1333.2
,110.3320;,16.64;,3.82;,1333.28
,111.9640;,18.60;,3.81;,1333.27
,112.9450;,16.01;,3.94;,1332.89
,113.9240;,17.43;,3.95;,1332.74
,115.0140;,17.82;,3.90;,1333.01
,115.9960;,18.39;,3.90;,1333.14
,116.9740;,15.81;,3.96;,1332.99
,117.9540;,19.06;,3.92;,1333.24
,119.0430;,18.16;,3.95;,1333.24
,120.0260;,18.13;,3.95;,1333.28
,121.0030;,17.05;,4.03;,1333.22
,121.9840;,19.73;,3.95;,1333.34
,123.0740;,19.09;,3.96;,1333.31
,124.0530;,17.17;,3.95;,1333.35
,125.0340;,17.67;,4.00;,1333.29
,126.0160;,19.22;,3.91;,1333.31
,126.9950;,19.90;,3.86;,1333.48
,127.9760;,16.29;,3.95;,1333.74
,128.9560;,18.43;,3.95;,1333.54
,130.3710;,18.37;,3.91;,1333.51
,131.3510;,20.33;,3.93;,1333.48
,132.3300;,18.85;,3.93;,1333.19
,133.3110;,17.84;,4.03;,1333
,134.2930;,17.62;,4.01;,1332.9
,135.2720;,20.48;,3.91;,1332.64
,136.2520;,17.52;,3.94;,1332.91
,137.2320;,18.56;,3.99;,1332.6
,138.2140;,19.04;,3.97;,1332.43
,139.1950;,20.03;,3.94;,1332.54
,140.1730;,17.03;,4.00;,1332.42
,141.5890;,20.81;,3.90;,1332.61
,142.5690;,19.24;,3.92;,1332.79
,143.5510;,21.27;,3.87;,1332.6
,145.2910;,18.63;,3.95;,1332.58
,146.2720;,21.86;,3.94;,1332.3
,147.2540;,19.68;,3.98;,1332.34
,148.3430;,18.43;,4.07;,1332.21
,149.3240;,18.79;,4.10;,1332.36
,150.3020;,20.94;,3.95;,1332.57
,151.2830;,19.83;,4.01;,1332.5
,152.6980;,21.21;,3.98;,1332.66
,153.6780;,17.96;,4.10;,1332.94
,154.6610;,20.44;,4.06;,1332.93
,156.5120;,20.81;,4.09;,1333.15
,157.4910;,19.38;,4.17;,1332.77
,158.4720;,22.00;,4.12;,1332.52
,159.7780;,19.51;,4.15;,1332.44
,160.7580;,18.90;,4.17;,1332.8
,161.7380;,18.00;,4.22;,1332.81
,162.7180;,19.80;,4.15;,1332.83
,163.8070;,18.36;,4.14;,1332.95
,164.7880;,18.87;,4.11;,1333.05
,165.7680;,18.17;,4.26;,1332.9
,166.8590;,20.31;,4.07;,1332.91
,167.8390;,21.86;,3.97;,1333.08
,168.8180;,19.96;,3.98;,1333.02
,169.7990;,19.46;,4.05;,1333.06
,171.1050;,20.25;,3.99;,1332.82
,172.0850;,22.01;,3.92;,1332.55
,173.0650;,21.02;,3.97;,1332.8
,174.0450;,18.77;,4.02;,1332.73
,175.0260;,19.95;,4.05;,1332.8
,176.0060;,21.43;,3.92;,1332.59
,176.9860;,20.11;,4.00;,1332.3
,178.6200;,21.30;,3.99;,1332.6
,179.6000;,19.90;,4.04;,1332.7
,180.5820;,19.75;,4.05;,1332.43
,182.2140;,21.63;,3.96;,1332.41
,183.1940;,20.45;,4.04;,1332.15
,184.1740;,22.34;,3.97;,1331.98
,185.1570;,19.62;,4.02;,1331.79
,186.1370;,18.49;,4.01;,1331.76
,187.1150;,21.10;,3.98;,1331.6
,188.0970;,21.81;,3.92;,1331.57
,189.0780;,20.70;,4.04;,1331.72
,190.0580;,19.87;,4.05;,1331.72
,191.0360;,22.71;,3.99;,1332.04
,192.0180;,21.01;,4.00;,1332.12
,193.2140;,21.93;,4.02;,1332.01
,194.1950;,20.29;,4.12;,1332.27
,195.1750;,22.13;,4.02;,1332.55
,196.1550;,21.44;,4.05;,1332.56
,197.1350;,20.17;,4.07;,1332.63
,198.1160;,21.33;,4.11;,1332.6
